,0
0,0.9187219073393551
1,0.9658174559275108
2,1.0299333269348403
3,1.051643046799513
4,0.9892462178898968
5,1.0237695420912705
6,0.9960191150828648
7,1.1964839572712727
8,0.8990182554403238
9,0.8010963530252541
10,1.0402194474955024
11,1.2368405953288093
12,1.2111015602337953
13,1.12312818905145
14,1.0581675867278588
15,1.073361928506072
16,1.1896289737263568
17,0.9391943827505995
18,0.9990285791249875
19,1.0179544109534833
20,0.9860761337774887
21,1.0797213778482155
22,0.8615788767449388
23,0.8974935388912633
24,0.8383047619873459
25,1.09011230449034
26,1.0938874613098055
27,0.822598050617899
28,1.2074445887392953
29,0.9014919617711284
30,0.933187438598992
31,0.7867154908456977
32,1.0817553458107132
33,1.102454467631887
34,1.1672669704538272
35,1.0071713217175784
36,1.0794192489076897
37,0.9993013075960354
38,0.9887024954948844
39,1.1892888907923074
40,0.9646578070339437
41,0.9172045430868521
42,1.0733350377689879
43,0.9126188536956434
44,1.074666260102178
45,1.0867024374503829
46,1.008576565075661
47,0.9346738793691869
48,1.0483190166116383
49,0.8575655134473715
50,1.1345274807236698
51,0.9848675738754492
52,0.9096148465040763
53,1.0504411800805433
54,1.07288875352862
55,0.960031058943147
56,0.9420340092115267
57,0.9757312852201497
58,0.8712232028009292
59,0.9486924606507194
60,1.1655581200114657
61,1.107969561401947
62,1.0178539391503285
63,0.9972337583998017
64,1.1724036722553635
65,0.9968884086936276
66,0.8960032302239882
67,1.130187170948675
68,1.0131522373571225
69,0.9910867265213031
70,1.0322574090906707
71,0.8878065239880237
72,0.7549659481075646
73,0.9637762392791317
74,1.0214587081732005
75,0.9306360774764625
76,0.8066148929786839
77,1.0111195951425807
78,0.910385348647777
79,0.8494243072226364
80,0.9715063494860837
81,0.8420076309959268
82,0.9447462211644322
83,0.858163446742332
84,1.0775950475084284
85,1.044431778850313
86,0.7491062935966316
87,1.0412805145060817
88,0.9937574492958491
89,1.1353410767746965
90,1.0473723852457373
91,0.8408191776303919
92,1.0424035713751183
93,1.074918441657807
94,0.987970830274923
95,1.0904782534746085
96,0.8881891997855651
97,0.8334657746884779
98,0.750962284951363
99,1.0600070962264996
100,0.8511858252666369
101,1.0397093590622701
102,1.1950549104623267
103,0.9640609875779526
104,0.9749125475112568
105,0.9595855179649744
106,1.0861936458386212
107,0.9184174937704789
108,1.0110009333631536
109,0.8863098479445857
110,1.1004676772891595
111,0.9202993442243104
112,0.9710575114109237
113,1.0314981254930475
114,1.0362683993062343
115,1.0136300179206388
116,1.023303935048577
117,1.0355252062183757
118,1.104061470774124
119,0.9035964029020197
120,0.9000346020242163
121,0.9374970213530868
122,0.8240347732294471
123,1.2200003524721132
124,1.0259692285406965
125,0.8638949487549306
126,0.8369105006590207
127,1.0496735327325108
128,0.8303255267785188
129,1.0193049034055828
130,0.9672748607986704
