,0,0,0,0
0,45.83634304580793,98.05533913210621,204.65551021150887,151.94300298497336
1,47.329835006796884,127.69948236093768,215.06254470803037,147.27772757151521
2,55.870898006847234,97.86234840520986,213.3682902692754,146.0859111893684
3,48.364518019311156,101.8737059391159,182.8051013346323,142.1136147057435
4,60.418725208222966,103.93372060859446,206.09975545696273,150.54165926746157
5,45.8497711657794,89.32126053895352,219.39665616212392,150.6400388598904
6,45.349186261064105,102.39270724532408,241.01826471645666,144.38510750967703
7,49.29948370381419,98.99271147645753,212.36333717963916,135.64681687393605
8,41.90997571607002,98.81249428836614,225.68776695414067,143.74103357164756
9,46.946347921269236,85.14569976240224,182.00072520128853,147.90291278889032
10,49.46674453637925,101.560128465474,195.70765195572332,145.53638942724172
11,42.22631316494427,76.4157742790121,206.42772492107164,137.39106190222813
12,56.830209317363185,112.77968864444078,195.3375894561825,180.67919635086395
13,49.683314750387666,102.86681464825936,184.94303077866803,150.99255634120362
14,45.69033329122614,77.43973053793685,206.366135324178,145.29358624004794
15,53.012996061811265,97.84095326316331,208.3563658359319,168.8923216096082
16,56.21503772821646,100.98376889724808,204.5448470604558,156.19053345045677
17,52.14494026241975,90.45161553684414,183.61743318567179,162.27167291303735
18,52.71456409089376,117.63454282552219,184.67462983856555,125.59623666703851
19,52.29210322330226,102.28633697898715,229.68234023154784,154.146359857502
20,57.197718565004116,87.83920106444427,183.28993141475124,166.92153075737923
21,41.738666643903386,87.26258469432777,202.45958179595317,158.41516996918165
22,55.89282873878045,95.17465791380508,168.05405201183802,141.23400443816567
23,45.570082694838604,104.33025674305561,227.7388342391873,151.22352713925702
24,63.56001769416639,94.56905425644607,183.31277491030838,146.4364777135987
25,50.543163140626625,98.79875608398166,228.29526134710056,158.66291063893974
26,52.331828220527264,94.45635313035186,203.74431534799527,150.71273941197902
27,53.984646117800615,76.04413168983747,207.5857118265656,140.00417500439463
28,41.674377531033535,119.49821347612388,202.91893871430494,156.91642273500392
29,54.05989995181192,82.98960375956828,196.82107551964867,138.06245920446514
30,50.325856454600824,97.63442167828654,180.05227637463832,157.26595463241398
31,44.62094754650755,99.61126855007839,213.46267349024362,149.83920281056726
32,51.542214149739245,100.66985579728686,206.24104249947126,164.1725916692122
33,49.71748929696207,102.54060617642955,186.11817982553006,146.5816867018269
34,47.15303727160451,116.9628057019896,195.76295279074236,164.88561970526916
35,57.32433241366936,71.88021187031211,194.01987296652874,171.67246642620424
36,45.935557244308214,88.63436019233818,235.55760183616576,145.64417734561553
37,47.07369999019446,103.59981838111614,230.88974225964364,133.2621373122974
38,46.20814991351034,87.49509986436117,216.15437845649012,136.53569746200296
39,44.90488686694806,98.8938069757808,213.2793083929332,169.18993365965676
40,58.79362378110601,96.25956359933824,153.65586143553702,176.02678252964697
41,49.82926268056947,98.18520606642086,169.69556933464705,145.22666467464754
42,53.61016889622712,105.20216469610108,203.4936546451309,153.10659475519125
43,45.83583372429018,115.59104736635983,196.2028430863865,151.71267993823076
44,52.39252582045167,104.19612184330855,195.74186571722385,146.49586916549248
45,41.760105932462395,88.44284833248793,160.1643213838775,133.27727755089634
46,52.912683378060756,80.22468799792948,167.68695626290403,125.74700253740546
47,48.60310263640177,105.27803526226577,244.3579700417458,143.71536193396523
48,53.42369708460886,105.68487402102434,177.08881953404378,136.80920610426674
49,47.992625671808526,88.32783720453494,220.19158556562166,151.8546937801224
50,43.484416410565345,115.99379068827494,194.5877335236569,139.0930541184924
51,51.532046941297416,97.85130421957386,211.8082041929703,151.5679836910449
52,47.255790993953,76.93049977296293,205.1213528275012,162.1074277428259
53,44.1236903405708,91.77869725577162,229.12574451207468,159.7416184562411
54,42.56146748594025,88.14791450101707,188.72585347654257,137.01000612922704
55,39.45020957987756,115.50808764593833,193.37630169241058,170.39869955239647
56,58.103484594980415,99.96675846087214,175.15134059091332,144.5649778153633
57,53.00673501916549,113.23597527308537,163.40666701426684,149.59728776578888
58,54.52994389259505,99.09689880967163,181.60091932431556,131.58949705827138
59,58.89075697906062,96.29217932911374,193.55298747072482,154.64150214240414
60,46.22663132267668,114.98177619335272,174.73901386405186,145.4135265681587
61,43.136696372047936,108.79078526869897,208.16592457613206,154.25617382258042
62,47.747579120151336,89.48291214333157,174.87514817705804,137.31454659497
63,48.93367037676422,86.46839085334452,200.83720263087875,143.51178182485282
64,57.97467168708683,94.3767131484501,235.26362238962884,155.5377658592272
65,25.173412221630073,79.92786733695762,182.4376268737116,153.7625363352772
66,58.44900535351938,113.63007161882884,192.0907405029825,151.58864386449702
67,41.3380021832908,94.80673160605201,164.52473492384928,138.48116806530552
68,45.359381929733345,81.0721503845562,175.5232590774661,163.33289660873996
69,42.05842070481671,112.26451999633133,245.7979033202208,149.8796344270453
70,44.66280109297065,98.52998800264346,224.09780851815796,147.43434053354443
71,57.26038340420972,97.30073253504962,205.06845311715352,146.61154788904045
72,47.736683155034775,107.52209703350826,171.1864760434896,156.06548242293132
73,49.18102784215708,87.48099057878352,200.90745068730547,154.60946209820108
74,44.36554000119961,117.22198018360947,220.71593960061873,149.28661892467898
75,40.549511314269814,73.77971229498759,199.894242077401,158.52609992978083
76,51.87792710897195,108.67237584961603,222.30697463354534,148.58220047301992
77,34.60730189501051,104.8076230315739,217.49851384944984,155.01518147872537
78,52.680519805016715,129.53822522619313,202.1490009729843,166.39750067802564
79,52.30530638094139,90.57872026196873,199.5123218902344,149.6477419083513
80,48.29955735521081,98.96468647324971,196.75212076797519,159.00012956386257
81,49.43319584089167,115.6123121966043,206.78421443352494,152.44489107981724
82,42.860178407724554,107.77981202281835,187.2240114299809,137.13367223446596
83,50.40308329221045,118.09772438186911,213.19581769501423,155.0664377546836
84,50.81768128884464,85.44064777369391,212.99683208475514,160.28634478632526
85,43.4664705590879,114.04836749991513,211.98787455062094,144.61987590967678
86,55.69294669078422,89.24794787692261,217.89794796112258,148.8368546493059
87,48.83678095812204,103.40624544275485,232.25049804084023,135.95800544841507
88,37.033694854678245,91.42195588351042,198.1740317417991,144.96373647280876
89,51.60311265685849,100.1790833523832,177.9924064467813,146.5378125263227
90,47.96194801925179,105.23119075837003,191.16204954348217,157.80805850187633
91,46.4904787365108,101.57771608249254,175.76196883903614,142.4891302540961
92,45.54545684884911,99.11401475044173,196.9016542538485,136.63711709164681
93,48.88920663303865,85.98905806618899,212.60340535024704,141.52394737805545
94,51.82161483405224,94.91899714474079,209.68705444327972,154.53150637160172
95,40.61801743272346,98.15321635547234,195.68057910740882,145.95229566614924
96,57.97270078675455,104.70496361764043,212.09932066776008,147.83114441905005
97,44.03028641073546,114.31636867657993,189.56116360711886,141.78256642615779
98,51.85945739213092,97.10233108784531,191.80215182051052,171.81399042679135
99,45.50960311579713,94.50520143202702,206.27040977566128,148.23621280518583
