,0
0,0.7062453184168822
1,1.073453390685811
2,1.1267715264433957
3,1.1749891107923667
4,0.900446041874384
5,0.8742305091529852
6,0.9874643030896006
7,0.8774624975527203
8,1.0524144836270446
9,0.9803438883891523
10,1.2632017764089842
11,0.92349433576552
12,1.1633116924040219
13,0.7612519494901829
14,0.9425118118012983
15,1.1668131424029036
16,1.2581777529977585
17,1.0515663341966186
18,1.2487780191059223
19,1.1871882767510236
20,1.1964177415030048
21,1.298955370721131
22,0.7699723121778861
23,1.016856511794526
24,0.9382578696730619
25,0.8757612944810644
26,0.7122328541824365
27,1.1425690583009196
28,1.0563829062688077
29,0.9113493010411431
30,1.2970406602140554
31,0.7877564808098335
32,1.0628385823273256
33,0.9325175749749325
34,0.8799588391623021
35,0.8881992697290045
36,0.8146633010525349
37,0.7110169355840084
38,0.7453046505276184
39,0.8754444819023431
40,0.8653745585858839
41,1.2189552730408337
42,0.7600424308218112
43,1.1262704129868624
44,0.8545613060533939
45,0.7888188754842587
46,0.8813702609805458
47,0.7951545280584321
48,1.069440050145212
49,0.9976129975408209
50,0.9614641655590543
51,0.9821612287908322
52,1.1375583642186144
53,1.2294202897817588
54,0.8375997051639728
55,1.2540513908022324
56,0.9968339698161542
57,0.8467618891968093
58,0.9846594353203446
59,0.9935611993069734
60,0.7969994545453003
61,0.8642564025026302
62,0.8063230354272302
63,0.7726213984995948
64,1.2358138538822843
65,1.1446005390574912
66,1.0011640163963198
67,1.2544267909292302
68,0.8398119535394774
69,0.8827839915242831
70,0.8886694977305112
71,1.2071424066768857
72,0.9993839295914385
73,1.0693320920985487
74,0.8527901282315066
75,0.9295054202356023
76,0.9194420808113148
77,1.14091596452597
78,1.070065373106636
79,0.7316255290424176
80,1.0347018673382409
81,1.123160129154238
82,1.2973891107998847
83,0.7369709209271584
84,1.2371724397400778
85,0.935967882453472
86,1.1379316304055465
87,1.281825538948
88,1.2123227993402794
89,1.0603645734377238
90,1.1109447013405525
91,0.7958677700897699
92,1.2642524827615982
93,1.2468839298822871
94,0.9778041506612469
95,1.0810566974019045
96,1.0154054463216853
97,1.1238684696144354
98,1.1647142493250704
99,0.9513368084773872
100,0.947293911494919
101,0.9746299436024174
102,1.1279892043952715
103,0.9264731701884321
104,1.116924294581167
105,0.8279117128122845
106,0.7888515154963653
107,0.9134815438212704
108,0.8527622074813722
109,0.9824907138961475
110,1.1096852701367883
111,1.1371958710236576
112,1.0203873659484928
113,1.005203023132022
114,0.9922258958733621
115,1.0233692792714337
116,0.7556519276685841
117,0.8071352674003591
118,1.1586447842626264
119,1.1484612653626862
120,1.0053428361481616
121,0.9863625695411911
122,1.1300837862162374
123,0.8330315286528507
124,0.8416906112169293
125,1.1700709059834358
126,1.1723644268899465
127,1.0656971085363818
128,0.9990869714990259
129,1.28085228392683
130,0.9904405795480687
131,0.938923955847244
132,0.9391928325159601
133,0.9797929456130217
134,0.7480811278622106
135,0.7960541425077323
136,0.9016946304827055
137,0.7495738156979072
138,1.1150351400867364
139,0.7980182434775345
140,1.1842189545160846
141,1.275466657424849
142,0.7072422803359868
143,1.2382706890312585
144,0.9549592627698691
145,1.2841595543349404
